Cluster_ID,Compound_ID
995,Z297759190
1440,Z214586130
329,Z27833399
4781,Z213056934
637,Z133528172
4780,Z184290628
806,Z425552260
4779,Z227417962
4778,Z366634110
4777,Z26833595
4776,Z448092614
4775,Z444969362
805,Z445020332
4774,Z441611258
4773,Z317214786
4772,Z110096272
4771,Z66054783
4770,Z441837694
907,Z444357114
1030,Z196178812
4769,Z367470380
4768,Z392487878
4767,Z394500686
1032,Z407006622
4766,Z445020262
4765,Z46211214
4764,Z806294776
4763,Z363747972
804,Z254588792
4762,Z107332318
1246,Z605663696
4761,Z31882131
4760,Z24511308
394,Z27986903
997,Z424537368
780,Z52660615
4759,Z915688444
397,Z27694183
4758,Z25144779
1439,Z87554382
4757,Z27541141
4756,Z1021172530
4755,Z971223618
4754,Z1021126958
4753,Z225196638
4752,Z1230034077
4751,Z435810388
1438,Z1760536372
4750,Z2000002180
4749,Z89712184
1251,Z806621896
1437,Z786026208
4748,Z979234130
4747,Z1021125152
4746,Z230562092
4745,Z913674586
4744,Z437015238
4743,Z729450920
4742,Z873063244
4741,Z437164574
962,Z771644408
167,Z789189290
4740,Z438801968
4739,Z736482742
4738,Z806562546
4737,Z940640340
623,Z595879022
4736,Z765482138
4735,Z228164416
4734,Z767076790
44,Z595932754
4733,Z1021129292
4732,Z951570892
4731,Z984815598
4730,Z283623858
290,Z227123440
4729,Z973930848
4728,Z1037420402
4727,Z766934188
4726,Z729563348
4725,Z1758039260
4724,Z806560260
4723,Z806560336
4722,Z730734036
4721,Z1171304068
556,Z806573316
4720,Z804672222
4719,Z804668032
4718,Z730733288
4717,Z806554966
495,Z15750642
48,Z15751142
4716,Z74573888
4715,Z730732764
4714,Z804674872
4713,Z730735146
4712,Z15751888
4711,Z73971011
4710,Z806552698
493,Z15751695
18,Z15754404
1436,Z15754665
494,Z15752293
769,Z15752297
1328,Z15753299
4709,Z806587480
113,Z15752134
4708,Z15752215
803,Z15752229
493,Z15752733
4707,Z729678282
4706,Z424971100
4705,Z319221776
598,Z441004154
4704,Z441004074
1435,Z441004136
1434,Z337793624
4703,Z29769161
1433,Z368754784
4702,Z211973842
4701,Z416966710
4700,Z240734426
1154,Z408491120
0,Z16598527
1432,Z424723744
1426,Z1999576715
1431,Z107187258
802,Z573650836
1430,Z301159168
802,Z573640014
143,Z31456852
492,Z169573822
4699,Z995290204
4698,Z237511576
1086,Z88344274
1429,Z283946104
492,Z28301508
4697,Z27727617
492,Z62087121
4696,Z27662181
798,Z243110244
328,Z15788597
1412,Z15788604
86,Z15789074
328,Z15788656
4695,Z243111304
1428,Z15789221
4694,Z90074824
4693,Z56772861
472,Z219628730
4692,Z454136538
4691,Z454137188
4690,Z441250242
1427,Z381537496
4689,Z27671375
1426,Z2000612100
4688,Z30402469
4687,Z437065084
732,Z215691578
4686,Z91144744
4685,Z363082960
4684,Z317736326
4683,Z193332542
4682,Z193335378
4681,Z223194348
4680,Z234865652
4679,Z324719464
1256,Z27474269
4678,Z152110452
4677,Z367887876
4676,Z432260784
4675,Z573610708
4674,Z572744824
1425,Z573651046
4673,Z319538330
4672,Z381663296
1054,Z422204848
1424,Z440973654
4671,Z444966952
4670,Z444969356
4669,Z374562356
4668,Z573654414
4667,Z369331084
4666,Z112458444
1423,Z194459284
4665,Z297258536
4664,Z246797696
257,Z89578837
160,Z88223037
1004,Z368908650
4663,Z17622428
1065,Z298221810
1422,Z316739458
4662,Z99478048
4661,Z29673323
4660,Z237946864
586,Z450232630
4659,Z26443812
4658,Z131845548
4657,Z168507772
4656,Z368827348
4655,Z354560434
801,Z356158292
4654,Z460383874
4653,Z467143710
1421,Z296647640
4652,Z381098892
4651,Z220594258
616,Z362538504
800,Z366609172
799,Z448157246
1128,Z244046146
4650,Z284425908
4649,Z231302768
4648,Z221485294
4647,Z444931232
1088,Z432274472
4646,Z394411392
4645,Z317783790
490,Z15808384
491,Z15808468
4644,Z366895924
490,Z15808385
4643,Z27677033
4642,Z30484340
4641,Z573592432
798,Z280498970
1420,Z422752340
1176,Z402476136
14,Z413870072
4640,Z167269540
4639,Z284202860
4638,Z363440260
4637,Z237624538
104,Z15809544
488,Z15816038
4636,Z15816096
56,Z15809221
182,Z15809231
56,Z15809238
1413,Z15815212
1070,Z15815251
327,Z435676300
1416,Z15816122
4635,Z424990626
1415,Z15815836
489,Z15815421
1419,Z15814540
1417,Z15817248
1414,Z15816551
488,Z15817001
4634,Z2000876601
4633,Z15816674
1418,Z15820174
1417,Z15817249
488,Z15816403
182,Z15820331
1416,Z15816409
1415,Z15816891
4632,Z433619270
1414,Z15816539
488,Z15816987
4631,Z15825382
4630,Z1585077827
181,Z15833495
730,Z433472406
4629,Z1913878567
4628,Z1126887897
175,Z15834897
124,Z15835390
4627,Z30056434
4626,Z1768710632
181,Z15834106
4625,Z1755578698
4624,Z1585154337
181,Z15833785
181,Z15834239
143,Z31440788
737,Z15816773
1413,Z15824297
4623,Z15854269
4622,Z353238054
795,Z15854360
4621,Z414260648
4620,Z15855780
4619,Z15854392
4618,Z109742464
797,Z502234532
4617,Z502251522
124,Z15835631
796,Z15836133
1217,Z502257008
4616,Z502262050
4615,Z433135068
4614,Z2001070779
4613,Z27765914
1412,Z15849592
4612,Z15860782
326,Z15860429
4611,Z15854975
795,Z15854977
4610,Z339843288
795,Z15855434
1411,Z15855442
4609,Z15855471
4608,Z15855017
4607,Z15855512
4606,Z15860203
1411,Z15855532
4605,Z15854602
4604,Z353237046
180,Z15865431
1410,Z15864504
4603,Z506192816
4602,Z15865397
180,Z15865400
1409,Z15866838
46,Z15869044
46,Z15869074
4601,Z412867274
4600,Z434736124
487,Z15868716
46,Z15871123
46,Z15868318
46,Z15868387
4599,Z96208869
487,Z15866888
111,Z15867211
486,Z15867216
111,Z15867372
7,Z15860936
180,Z15865075
46,Z15864662
46,Z15861920
46,Z15866490
111,Z15867078
180,Z15864754
111,Z15867111
4598,Z15867249
180,Z15862926
46,Z15866553
111,Z15866570
1409,Z15866574
326,Z15867473
180,Z15862012
46,Z15863485
111,Z15866640
1407,Z15892224
685,Z412896814
572,Z15898256
1183,Z506881830
136,Z15904734
4597,Z52059010
794,Z506894614
4596,Z414246916
4595,Z411868414
1408,Z1437030692
4594,Z1437030732
4593,Z1437022890
4592,Z777496258
4591,Z414246280
4590,Z433434114
4589,Z412773778
4588,Z253822234
839,Z15888003
1407,Z15891530
1406,Z15892072
4587,Z1266667817
130,Z15898795
379,Z1265079663
4586,Z31727932
1236,Z352273948
474,Z15912209
288,Z434965322
4585,Z416225230
4584,Z434002170
4583,Z112629834
793,Z30233475
4582,Z1989407054
1405,Z15938625
4581,Z370003190
4580,Z434937896
734,Z353245548
1405,Z15939035
4579,Z496248880
4578,Z89620333
1404,Z370003620
1404,Z489287370
4577,Z436637258
4576,Z370004786
4575,Z353255570
4574,Z412440820
130,Z15961294
130,Z15961296
1403,Z15964804
1403,Z15963970
4573,Z1148007127
476,Z30169147
513,Z507015316
1402,Z436665414
1190,Z353256752
4572,Z1137998562
672,Z1818777255
1401,Z15961596
4571,Z1239661801
4570,Z1083054036
4569,Z383754622
4568,Z1816429529
325,Z56815268
476,Z28276368
485,Z15949149
485,Z15949568
1400,Z16336924
4567,Z2000874818
1399,Z31733712
4566,Z495497330
4565,Z1989437992
4564,Z353251468
4563,Z1147994273
4562,Z507046744
4561,Z353256072
916,Z413346576
1395,Z336637622
4560,Z1838705880
4559,Z1531667293
1193,Z353260550
4558,Z433644830
591,Z30173142
4557,Z433697758
4556,Z15973092
1209,Z432535982
288,Z433969374
4555,Z1754520627
4554,Z411197150
325,Z30217191
4553,Z280495842
1115,Z1839598284
8,Z15990441
4552,Z1761994634
4551,Z507023956
4550,Z353255282
735,Z1148020515
1398,Z353256870
1397,Z15975911
4549,Z355790674
1397,Z15975940
671,Z1761001350
406,Z1824289025
4548,Z355787168
4547,Z1751610131
1396,Z336586200
1395,Z336530558
4546,Z2000124512
313,Z15995014
4545,Z1762941550
4544,Z507149614
4543,Z15992451
4542,Z1822539696
4541,Z1303354819
18,Z15991460
4540,Z1244022337
4539,Z1185581371
4538,Z16001052
4537,Z1257373058
4536,Z448346232
1394,Z15990246
792,Z15989836
4535,Z15999561
4534,Z450638162
4533,Z16002247
4532,Z16000477
4531,Z2000665294
1164,Z507018300
4530,Z2000700652
4529,Z494134614
144,Z16010255
4528,Z414278536
144,Z16011156
4527,Z2000631205
791,Z87540360
144,Z16010785
144,Z16010797
4526,Z1989575814
1393,Z16012143
144,Z16010430
4525,Z16009996
144,Z16010459
1385,Z30613238
144,Z16010060
144,Z16009720
4524,Z414277792
1392,Z433436488
4523,Z16020931
1391,Z16017628
22,Z433437514
1046,Z416208888
221,Z16016583
4522,Z765272882
1390,Z1989608477
1390,Z1989607431
484,Z1989608227
7,Z16037516
4521,Z1676530538
4520,Z1892847837
4519,Z1829006009
4518,Z89620977
1112,Z1849594002
4517,Z1937346747
4516,Z1914206850
4515,Z1148066073
4514,Z1989608296
4513,Z16040532
4512,Z1983847383
4511,Z1989610135
4510,Z416108270
4509,Z16024823
4508,Z31028491
790,Z1760980132
4507,Z1989610150
484,Z1989610846
4506,Z1989611065
4505,Z777497050
77,Z16042621
484,Z1989611527
1389,Z1989611762
484,Z1989611773
483,Z1989611631
4504,Z1983837702
483,Z1989612757
483,Z1989612858
4503,Z1989612673
483,Z1989612886
20,Z16039676
4502,Z1989614568
4501,Z1989615937
143,Z32063268
7,Z16051896
4500,Z1989625899
4499,Z1989625987
757,Z507390614
481,Z16077755
4498,Z16078737
17,Z211347086
1388,Z16077772
17,Z16078289
17,Z16078297
1388,Z16076903
322,Z16077362
17,Z16077824
17,Z16076913
324,Z16077849
4497,Z1840335033
4496,Z1291253354
4495,Z1840471326
1226,Z507397966
17,Z16076719
110,Z16077661
225,Z16078131
17,Z16078143
142,Z16077209
142,Z16077210
142,Z16077211
142,Z104343832
142,Z16077215
17,Z16077217
110,Z211355776
1387,Z16078163
223,Z16078671
481,Z107669884
17,Z211355766
323,Z16079402
4494,Z16076955
17,Z16077887
4493,Z16078367
322,Z16078385
223,Z16078884
64,Z16079406
768,Z16079412
4492,Z507393836
1386,Z16079446
17,Z16077000
17,Z16077006
482,Z16077466
110,Z221517748
115,Z16079481
17,Z16077024
17,Z16077027
224,Z16078998
224,Z16079005
322,Z16078011
4491,Z507400646
480,Z16079529
17,Z211347088
4490,Z16077107
481,Z16077570
481,Z16077571
17,Z16078047
480,Z16078526
17,Z16077122
17,Z16077136
4489,Z16077586
479,Z16079102
17,Z16076700
789,Z16077163
559,Z16077164
4488,Z104344474
223,Z16078611
479,Z16079113
788,Z16108582
786,Z16108583
4487,Z16110433
179,Z1147687054
50,Z16109090
321,Z16109114
321,Z16109118
1385,Z30899130
787,Z16109191
786,Z16108727
141,Z16109221
46,Z16108281
49,Z16108789
1372,Z30899128
141,Z16109318
141,Z16108365
49,Z16108366
4486,Z28490134
179,Z1147688090
179,Z1147688178
93,Z19455750
4485,Z16110339
141,Z16108480
141,Z16108490
41,Z16108514
179,Z1147688361
4484,Z16113981
4483,Z1989689358
7,Z16116081
4482,Z16116622
478,Z16115137
42,Z16115142
20,Z16115766
4481,Z45586507
4480,Z2000692084
4479,Z433578576
531,Z45651573
4478,Z353277866
140,Z434967850
3,Z413060686
320,Z413812286
3,Z434525710
3,Z353280536
3,Z434829482
1364,Z111917776
3,Z434210164
3,Z412699602
785,Z98403512
785,Z98471555
4477,Z26146593
785,Z98312235
4476,Z107319952
4475,Z2001142300
707,Z28491834
3,Z353283312
3,Z339886590
7,Z16134417
4474,Z344132418
3,Z413932422
3,Z412574128
3,Z410979804
910,Z333871368
4473,Z27286186
14,Z353275408
3,Z353281886
4472,Z197454792
4471,Z224976746
3,Z413870114
3,Z434638350
3,Z434738552
4470,Z444967938
734,Z507645672
4469,Z92057260
4468,Z216985892
4467,Z240979302
4466,Z369178776
3,Z411126944
314,Z413359052
3,Z356252682
4465,Z113877762
3,Z353281684
4464,Z394595368
4463,Z421643530
1384,Z353283062
4462,Z2001053427
4461,Z410225412
3,Z353282146
3,Z412440788
477,Z52834743
4460,Z324775410
4459,Z298595010
320,Z412678772
3,Z434369450
3,Z353285416
3,Z434967856
3,Z353282194
4458,Z432279362
1383,Z24245779
306,Z16164288
319,Z16164526
4457,Z2001059996
305,Z16164601
213,Z32378463
4456,Z16164098
178,Z16164238
1382,Z32377589
4455,Z1151075044
45,Z16164926
106,Z16164938
48,Z16164944
139,Z16172573
4454,Z16170843
4453,Z281543908
4452,Z416951094
1381,Z16174394
4451,Z16176149
4450,Z335366974
45,Z16164297
4449,Z297826964
4448,Z225211850
4447,Z194142112
178,Z16165025
4446,Z30856711
4445,Z32377683
4444,Z16169488
4443,Z295555942
4442,Z340215144
179,Z1147688777
4441,Z1335937484
140,Z434191472
1380,Z16175382
1380,Z16175866
1330,Z203880686
4440,Z978703264
4439,Z432169816
179,Z1147688834
154,Z16180569
1379,Z28127103
4438,Z1148140007
4437,Z16198943
4436,Z223602146
4435,Z113689474
4434,Z358325444
95,Z126252362
328,Z16203248
4433,Z16204130
1378,Z16202855
86,Z16205118
4432,Z425264660
1377,Z16203038
4431,Z16204381
65,Z433497872
65,Z436022138
65,Z433455032
177,Z413301402
4430,Z369985692
82,Z435026978
746,Z434495878
4429,Z369985512
4428,Z16216786
177,Z410176436
82,Z435946062
1376,Z16215471
100,Z16225049
4427,Z434567506
1373,Z1147696780
140,Z434267472
65,Z434239422
4426,Z411048844
4425,Z402520026
65,Z410647190
82,Z435798484
381,Z435960352
82,Z435255920
784,Z16212047
65,Z413387042
65,Z413391214
4424,Z509068176
4423,Z509044218
4422,Z106840618
4421,Z90121674
177,Z434814420
4420,Z402520060
109,Z16226044
783,Z402484758
783,Z412574094
4419,Z410921932
109,Z237478746
109,Z16226072
1375,Z413465446
443,Z16226085
31,Z16226098
109,Z16226110
4418,Z413350678
783,Z402487448
82,Z436005408
109,Z16226181
109,Z16226210
4417,Z16228079
109,Z16224862
109,Z16224863
109,Z16224961
469,Z16224983
1374,Z509089832
693,Z509155788
63,Z436020770
781,Z16231551
4416,Z1147714786
781,Z16230702
782,Z16231669
318,Z32614564
4415,Z16245081
1373,Z1147709670
1196,Z26445369
694,Z353286682
318,Z32613550
781,Z16230435
476,Z32445920
1260,Z32446552
4414,Z1148178521
4413,Z509208398
4412,Z26444921
90,Z16256040
35,Z16256498
139,Z16254225
176,Z16255560
35,Z16256552
1370,Z16255599
772,Z26444543
176,Z16255619
90,Z16256120
90,Z16256126
139,Z16254320
475,Z16254765
4411,Z509295434
139,Z16254347
780,Z197765518
35,Z16255223
35,Z16255698
35,Z16255733
475,Z16253622
1372,Z26443998
1371,Z16255380
779,Z16255383
1370,Z16256355
139,Z16254089
779,Z16256400
4410,Z16256759
35,Z16256765
778,Z16254559
176,Z16255454
90,Z16255925
3,Z353056754
745,Z87553979
176,Z16256863
638,Z353123082
90,Z16255277
35,Z16255736
1369,Z16256243
35,Z16256837
4409,Z298448094
318,Z32615407
35,Z16255307
35,Z16255773
696,Z336595756
1368,Z16254447
139,Z16254907
35,Z16255824
779,Z16256293
35,Z16256582
35,Z16256591
176,Z16255847
4408,Z26399775
65,Z411205384
1319,Z509085314
4407,Z410225528
95,Z126267284
65,Z434539902
317,Z16215622
4406,Z16216102
317,Z16216577
316,Z16256992
4405,Z416235102
4404,Z336517812
227,Z435028584
4403,Z1989839573
192,Z16262488
156,Z16257048
222,Z16257061
18,Z16261573
778,Z16253737
90,Z16255524
90,Z16255976
90,Z16255979
90,Z16255982
315,Z16256004
35,Z16256482
1367,Z353293954
1367,Z353292274
777,Z413812244
19,Z16261442
4402,Z16262431
221,Z16263851
1366,Z16261585
537,Z16262114
780,Z197764032
56,Z16262284
56,Z16262287
776,Z16263926
4401,Z16261873
474,Z16262337
1365,Z16262348
56,Z16262357
473,Z16257370
150,Z16261673
56,Z16262152
1364,Z16257700
227,Z413281182
221,Z16264280
14,Z434830044
1363,Z402516952
4400,Z82257871
14,Z416319998
222,Z16257866
102,Z16257876
221,Z16269133
179,Z1148236747
313,Z16269844
4399,Z16264169
314,Z413359010
314,Z413363180
313,Z16266476
14,Z412769454
1362,Z353295406
221,Z16264469
4398,Z1148331567
14,Z412794008
101,Z413787526
14,Z332431702
1361,Z509345676
4397,Z324742348
312,Z437406638
4396,Z16276795
4395,Z437419966
4394,Z16272309
4393,Z286085826
4392,Z954491948
4391,Z166817804
563,Z437396420
4390,Z215260712
1360,Z437403266
564,Z437399410
4389,Z437397750
4388,Z509279522
1360,Z437390498
312,Z437406176
312,Z437457426
564,Z437386504
4387,Z509219124
4386,Z16288875
312,Z437470516
4385,Z134787130
1078,Z509266938
312,Z437393516
1357,Z16288127
1359,Z437402398
1358,Z16291455
1357,Z16288296
4384,Z1148251469
4383,Z437385876
775,Z574654974
4382,Z509256680
4381,Z437396772
1356,Z437396824
774,Z509269762
1248,Z16292023
311,Z16292025
1355,Z126415588
399,Z16305277
498,Z16305391
4380,Z437520278
4379,Z509400092
4378,Z373650268
4377,Z952424230
4376,Z952555530
4375,Z1020883514
4374,Z105458514
4373,Z219719884
4372,Z383486838
4371,Z1023952948
4370,Z1033180200
921,Z82975053
4369,Z284790482
4368,Z960057218
4367,Z229744472
4366,Z394505768
4365,Z397857046
4364,Z962132464
4363,Z1082764448
77,Z16306001
814,Z477233558
4362,Z651025054
4361,Z651743628
4360,Z667633646
773,Z437593856
4359,Z417000650
4358,Z983398376
4357,Z437614924
311,Z16318254
4356,Z319311404
4355,Z899987664
311,Z16318334
722,Z901240590
311,Z16318899
4354,Z240316556
431,Z27040503
4353,Z26411350
4352,Z851554956
4351,Z856170214
4350,Z871967966
311,Z16318809
215,Z423253200
4349,Z424394894
4348,Z908170162
1332,Z27046034
4347,Z109004168
395,Z336933618
4346,Z992049182
14,Z336498348
4345,Z131441514
4344,Z362701404
47,Z16335537
472,Z16336937
309,Z16336986
917,Z509484150
4343,Z509445316
4342,Z434665094
4341,Z369994480
4340,Z1147696109
4339,Z509539652
69,Z16337360
309,Z16337048
472,Z16336641
4338,Z917605296
721,Z925830870
4337,Z929481950
4336,Z810737572
4335,Z812807164
1289,Z434193276
14,Z413391202
14,Z336622018
14,Z410647178
143,Z32946788
309,Z16336676
23,Z16336253
4334,Z1989937354
4333,Z16335781
4332,Z16336290
14,Z412440746
772,Z16336797
772,Z16336803
23,Z16335423
66,Z16341417
96,Z16341431
302,Z16341452
38,Z16341455
302,Z16343904
310,Z16344386
4331,Z2002040555
55,Z16341503
38,Z16342002
0,Z16342021
108,Z16341047
18,Z16341050
38,Z16342029
38,Z16342033
14,Z353299000
14,Z409464938
4330,Z16336839
309,Z16337330
471,Z16337333
471,Z16337347
138,Z16341856
108,Z16342337
54,Z16344264
4329,Z1148289581
108,Z16342365
38,Z16342034
38,Z16342035
38,Z16342046
26,Z16342524
470,Z16341075
469,Z16342541
470,Z16341093
134,Z16342563
545,Z16341133
301,Z16342615
108,Z16343578
108,Z16343613
38,Z16342184
138,Z16343146
1301,Z16341721
244,Z16341746
96,Z16342721
1354,Z16343198
18,Z16343692
134,Z16341273
175,Z16341293
81,Z16343265
1,Z16343275
301,Z16341325
89,Z16381742
1353,Z16381912
4328,Z509600778
1352,Z16382009
468,Z16382309
89,Z16382434
4327,Z16382437
173,Z16382483
686,Z437636538
468,Z16382504
1351,Z16382567
1349,Z16382609
89,Z16382620
4326,Z16380191
771,Z16381701
174,Z16381721
4325,Z16382040
821,Z16382130
4324,Z16379806
174,Z16382453
770,Z509584072
1197,Z410225506
770,Z509578434
4323,Z437655280
4322,Z415067646
1350,Z437687408
4321,Z1148846778
1350,Z437685524
4320,Z437656866
1349,Z16381581
89,Z16382653
4319,Z16380950
4318,Z437662818
174,Z16381557
769,Z16380834
334,Z16380837
174,Z16383200
4317,Z509612680
4316,Z437656080
89,Z16382829
173,Z16382853
89,Z16382865
89,Z16382874
89,Z16382897
4315,Z1988017576
1348,Z16382922
173,Z16382969
4314,Z16383041
174,Z16383097
4313,Z437665862
4312,Z437664852
64,Z16393820
60,Z16393822
1347,Z56915093
467,Z16393841
86,Z16394826
768,Z16393853
25,Z16393857
4311,Z56846630
64,Z16393864
12,Z16394356
767,Z437762898
86,Z16395943
4310,Z56853092
4309,Z16392949
978,Z509769732
12,Z16394974
37,Z16395110
31,Z16393114
12,Z16395133
64,Z166609220
64,Z199514520
522,Z16395186
237,Z16395687
1341,Z437765042
37,Z16395466
12,Z16395472
12,Z16395473
4308,Z1148848728
143,Z33390556
19,Z16394053
37,Z16395041
466,Z16395042
4307,Z27959393
237,Z16394570
433,Z16395717
12,Z16396250
4306,Z2001986317
918,Z16393272
255,Z16393793
842,Z16395276
12,Z16396301
465,Z16401481
34,Z16402924
763,Z16401992
99,Z16402484
34,Z16402951
765,Z16402962
34,Z16403943
4305,Z437759560
764,Z16404008
382,Z16402068
4304,Z16402078
34,Z16403516
464,Z16403520
107,Z16403525
34,Z16404057
1345,Z16402099
34,Z16403062
34,Z16403082
34,Z16403550
34,Z16403559
34,Z16404127
4303,Z16402144
1339,Z16402641
1346,Z16404190
34,Z16404202
268,Z16402175
34,Z16403139
464,Z16403599
308,Z16401236
465,Z16403173
464,Z16404306
1345,Z16401742
465,Z16402237
1344,Z16402719
34,Z16403668
4302,Z16403675
1343,Z16403684
766,Z16403970
1342,Z16401289
765,Z16403217
764,Z16403235
761,Z16403697
4301,Z509791314
1341,Z437758962
451,Z16403255
763,Z16401824
762,Z16403273
308,Z16401392
761,Z16401857
308,Z16402380
4300,Z509805492
99,Z16402401
34,Z16402891
1340,Z16402911
268,Z16403900
4299,Z16404360
1339,Z16404368
4298,Z509799582
4297,Z509811762
463,Z16404397
462,Z16405948
1337,Z437758608
838,Z16405566
4296,Z437768658
4295,Z509812000
192,Z16406124
239,Z16404600
172,Z16406700
1338,Z16406715
462,Z16404723
1337,Z509788060
767,Z509790008
239,Z16404783
760,Z16405841
1336,Z16406329
4294,Z1148902016
1335,Z410225492
4293,Z106973048
1334,Z27880689
759,Z29431220
690,Z413363160
748,Z16422333
126,Z16422873
127,Z16422949
4292,Z495974136
269,Z16423006
4291,Z2001537616
4290,Z648412976
1333,Z238834802
4289,Z237872444
491,Z16423618
127,Z16422746
127,Z16422755
4288,Z29431406
4287,Z16422805
4286,Z1148921783
1234,Z16426989
759,Z29431006
143,Z33478908
774,Z509987454
4285,Z33381599
490,Z16438709
181,Z16432781
4284,Z29430005
759,Z29430153
149,Z16432654
12,Z29430337
1332,Z29431464
4283,Z509855318
88,Z16439490
4282,Z509941752
88,Z16439624
88,Z16439634
1331,Z203870916
4281,Z437796754
4280,Z102448188
4279,Z203873134
88,Z16439148
4278,Z1988063908
758,Z16438283
758,Z16438288
143,Z33382524
532,Z425157288
4277,Z509939578
1329,Z16435543
757,Z395517614
88,Z16438390
137,Z16438588
4276,Z16434337
1330,Z236193834
757,Z408432274
88,Z16439669
4275,Z203874022
756,Z437781658
4274,Z1148928592
4273,Z425157316
1329,Z16435619
88,Z16439518
88,Z16439523
88,Z16439537
651,Z102451162
1328,Z16440121
4272,Z1990080179
4271,Z425157832
1327,Z16440154
136,Z16440655
4270,Z1999594919
756,Z509936430
1326,Z16508228
756,Z509943860
227,Z413799970
307,Z416014754
44,Z416081372
44,Z415949648
306,Z16510789
45,Z16510790
755,Z56949493
4269,Z436119942
4268,Z402585766
45,Z16512151
45,Z16512152
461,Z416046746
306,Z16510900
106,Z16510905
45,Z16512156
106,Z16512168
752,Z16512196
45,Z16512263
4267,Z435962104
622,Z434665120
940,Z436006632
1325,Z509955572
4266,Z203872040
476,Z102448578
136,Z16440303
754,Z16440761
4265,Z45582757
4264,Z425157856
4263,Z437778812
520,Z16440409
136,Z16440035
4262,Z425157756
136,Z16440084
45,Z16515876
305,Z16514552
45,Z16519993
4261,Z16521376
752,Z16521380
44,Z416155054
1324,Z353307364
4260,Z432145462
45,Z16516731
753,Z16518116
178,Z16518170
172,Z16522672
4259,Z16518196
1322,Z16519785
749,Z16526676
4258,Z16523528
45,Z16518858
45,Z16518859
4257,Z16523296
305,Z16514065
44,Z436018696
48,Z16518876
1325,Z509947098
1324,Z509956026
4256,Z434134724
752,Z16522249
1227,Z16523402
1323,Z16522803
1322,Z16519646
4255,Z509929006
4254,Z353305328
172,Z16524025
751,Z16526344
19,Z16524088
461,Z411205310
4253,Z16525898
4252,Z16525900
44,Z433450776
1321,Z434826684
4251,Z437209622
750,Z90102732
749,Z16525967
748,Z16526017
751,Z16526480
748,Z16526045
172,Z16523843
4250,Z16526114
4249,Z16534043
747,Z16534053
16,Z16535008
28,Z16535012
28,Z16535018
39,Z16535026
171,Z16534555
16,Z16535063
746,Z434494102
171,Z16534582
16,Z16535080
1320,Z16534630
66,Z16534175
1319,Z509922308
16,Z16533712
96,Z16534192
16,Z16534673
16,Z16534677
16,Z16535163
16,Z16535174
220,Z16533785
460,Z16533800
307,Z410647116
171,Z16534759
28,Z16533826
16,Z16533827
16,Z16533840
4248,Z16534313
16,Z16535301
4247,Z416158680
16,Z16533925
457,Z16534903
4246,Z197697748
469,Z16533947
4245,Z1988035718
16,Z16534022
1318,Z16534492
44,Z416144162
304,Z510076944
4244,Z827288230
705,Z414005940
1313,Z827286574
4243,Z827287064
1317,Z16547069
304,Z510071296
304,Z510071300
4242,Z16546650
4241,Z16546652
304,Z510077496
4240,Z827286666
4239,Z510080816
680,Z827288468
4238,Z827448928
4237,Z758629340
4236,Z826960416
4235,Z363497108
1317,Z16546519
680,Z827286638
1316,Z510078288
4234,Z1724531547
4233,Z1724533458
4232,Z510076542
1315,Z433968750
1314,Z1148442440
4231,Z2001461617
4230,Z332836632
149,Z16569524
4229,Z1148435093
745,Z87681642
745,Z73345145
4228,Z648593308
4227,Z648592634
459,Z16569908
1,Z16577488
1,Z16577934
1,Z16577947
1,Z16577948
1,Z16577950
369,Z16577060
0,Z16577960
1,Z16577966
1,Z16577088
1,Z16577089
1,Z16577092
1,Z16577995
348,Z16578008
369,Z16577563
73,Z16577574
8,Z16578040
55,Z16578041
1,Z16577129
54,Z16578043
1,Z16578050
135,Z16578052
1,Z16578053
1,Z16578054
1,Z16578061
1,Z16578064
744,Z16577614
743,Z16577639
1,Z16578087
1,Z16578088
1,Z16578092
750,Z98475040
4226,Z112209070
4225,Z827287250
1313,Z827287616
304,Z510072814
4224,Z16577294
55,Z16577751
55,Z16577754
370,Z16578191
4223,Z16578247
1312,Z16578249
1,Z16577394
1,Z16577413
1312,Z16577902
55,Z16577442
1,Z16577464
1,Z16577908
0,Z16577910
1,Z16577912
1,Z56898459
54,Z16577916
1,Z16577921
1,Z16577925
55,Z16577475
1311,Z16587279
171,Z16587297
458,Z16587472
4222,Z1988099647
458,Z16587653
1310,Z16587730
28,Z16586699
28,Z16587995
28,Z16587999
28,Z16588142
16,Z16588150
1309,Z16585397
28,Z16588174
4221,Z16584574
28,Z16586781
72,Z16588290
171,Z16587570
171,Z16587746
4220,Z510216344
457,Z16587887
744,Z16577644
28,Z16587009
28,Z16587109
1309,Z16586569
28,Z16588023
16,Z16588049
16,Z16588053
16,Z16588067
4219,Z1148460082
8,Z16588832
8,Z16588879
8,Z16588941
0,Z16598958
0,Z16598961
0,Z16598963
0,Z16598965
0,Z16598971
53,Z16599416
1308,Z16600307
4218,Z16600322
4217,Z16600778
0,Z16598984
303,Z16598989
0,Z16598990
0,Z16598993
0,Z16598997
183,Z16589047
4216,Z1988095307
303,Z16598444
0,Z16598924
0,Z16598932
0,Z16598934
0,Z16598935
0,Z16598941
0,Z16598942
0,Z16598945
0,Z16598953
0,Z16599071
0,Z16599075
0,Z16599079
0,Z56918541
0,Z16599088
0,Z16599100
0,Z16599107
0,Z16599119
