Ligand,SMILES,LGFE(kcal/mol),LE(kcal/mol),PoseNo
Z1716269213,COc1ccc(-c2nnc(N3CC[C@@H](CO)C3)c3ccccc23)cc1,-6.337,-0.253,04
Z29678187,COc1cc(OC)c(NC(=O)c2c(C)noc2C)cc1Cl,-6.337,-0.302,05
Z241472530,Cc1cc(NC(=O)c2ccc3[nH]nnc3c2)ccc1N1CCCC1=O,-6.336,-0.253,03
Z413088370,COCC(=O)Nc1cccc(NC(=O)N[C@@H]2CCCC[C@@H]2C)c1,-6.336,-0.275,04
Z752355152,COCc1ccc(CNC(=O)Nc2cnn(C[C@H]3CCCO3)c2)cc1,-6.336,-0.253,04
Z752355152,COCc1ccc(CNC(=O)Nc2cnn(C[C@H]3CCCO3)c2)cc1,-6.336,-0.253,05
Z1646540202,COc1ccc(S(=O)(=O)NCCc2ccncc2C)c(C)c1F,-6.335,-0.275,02
Z2335517515,COc1ccc(C(=O)N2CCO[C@@H]([C@@H](C)O)C2)cc1Br,-6.335,-0.317,02
Z2951706928,COc1cc(C)nc(C[N@@H+]2CCC[C@H](c3c[nH]c4ncccc34)C2)c1,-6.335,-0.253,05
Z1833300081,c1cncc(COc2cccc(-c3noc(Cc4ccn[nH]4)n3)c2)c1,-6.334,-0.253,04
Z1281638052,COc1ccc(-c2nnc(SCc3cccc(Cl)n3)n2N)cc1,-6.333,-0.275,05
Z2707202803,COc1cc(COCC(=O)NCCCNC(=O)C2CCC2)ccn1,-6.333,-0.264,03
Z448385664,COc1ccc([C@H]2CCCN2C(=O)NCCn2ccnc2)c(OC)c1,-6.333,-0.253,01
Z46616051,CCCCOc1cc(/C=c2/s/c(=C/C(=O)C(C)(C)C)[nH]c2=O)ccc1OC,-6.332,-0.235,01
Z878656252,Cc1noc(C)c1CC(=O)NCC[NH+]1CCN(S(C)(=O)=O)CC1,-6.332,-0.275,05
Z131617010,CN(C)S(=O)(=O)c1ccc2c(c1)CCCN2C(=O)c1ccncc1,-6.331,-0.264,05
Z1537215421,C=CCNC(=O)c1ccc(NC[C@H]2C[N@H+]3CCCC[C@H]3CO2)nc1,-6.331,-0.264,03
Z212061800,COc1ccc(N2CCN(Cc3cc(=O)n(C)c(=O)n3C)CC2)cc1,-6.331,-0.253,01
Z2936916421,Cc1nc(C[C@H]2CCCN(C(=O)[C@@]34C[NH2+]C[C@@H]3COC4(C)C)C2)no1,-6.331,-0.253,01
Z1273983437,Cc1nn(-c2ccc(C(=O)N[C@@H](C)COCC(C)C)cc2)c(C)[nH+]1,-6.330,-0.264,02
Z2802574649,CN1CCCC[C@@H](C(=O)NC[C@H](n2cncn2)C(F)(F)F)C1=O,-6.330,-0.275,04
Z558542116,CC(=O)N1CCCN(C(=O)NC[C@@H](C)Cn2nc(C)cc2C)CC1,-6.330,-0.264,05
Z1139314071,COCCn1cc(C(=O)N2CCCC[C@H]2Cn2cccn2)ccc1=O,-6.329,-0.253,04
Z1220530663,Cc1c(CS(C)(=O)=O)cccc1NC(=O)c1cc(CC(C)C)[nH]n1,-6.329,-0.264,02
Z1252359659,Cc1cccc(NC(=O)C2CCN(c3cc[nH+]c(N(C)C)n3)CC2)n1,-6.329,-0.253,04
Z423193444,COc1ccccc1[C@@H](C)NC(=O)c1ccc(C)c(NC(C)=O)c1,-6.329,-0.264,04
Z826948682,c1ccc(Cn2cccn2)c(CNc2cncc(-n3cncn3)n2)c1,-6.326,-0.253,02
Z1252358944,CN(C)c1nc(N2CCC(C(=O)Nc3ccccn3)CC2)cc[nH+]1,-6.325,-0.264,02
Z1385442107,CNC(=O)c1cc(Cl)ccc1NCC(=O)Nc1c(C)nn(C)c1C,-6.325,-0.264,03
Z1141279928,CCn1cc(S(=O)(=O)N[C@@H]2CCC[N@H+](CCOC)C2)cn1,-6.324,-0.301,05
Z1411287082,Cc1nn(C)c(C)c1OCC(=O)N(C[C@@H]1CCCO1)C1CCCC1,-6.324,-0.263,04
Z2185719959,O=C(c1cc(C[NH+]2CCCC2)on1)N1CCc2[nH]ncc2C1,-6.324,-0.287,03
Z241472530,Cc1cc(NC(=O)c2ccc3[nH]nnc3c2)ccc1N1CCCC1=O,-6.323,-0.253,04
Z1978138141,CCC(CC)n1ncc(C(=O)Nc2ccc(OCOC)cc2)c1C,-6.322,-0.263,04
Z1270948236,COc1cc(CNS(=O)(=O)c2cnn(C(C)C)c2)ccc1C,-6.321,-0.287,03
Z1537215421,C=CCNC(=O)c1ccc(NC[C@H]2C[N@H+]3CCCC[C@H]3CO2)nc1,-6.321,-0.263,04
Z2949397573,CCc1cc(CC(=O)Nc2cc(N3CCCC3=O)ccc2F)n(C)n1,-6.321,-0.253,01
Z981381824,Cc1[nH]c2c(C(=O)Nc3cnn(Cc4ccncc4)c3)cccc2c1C,-6.321,-0.243,05
Z372550204,Cc1cc(NC(=O)c2cccc(NC(=O)[C@H]3CCCO3)c2)n(C)n1,-6.320,-0.263,03
Z1271582392,CS(=O)(=O)c1ccc(OCCn2nccc2-c2ccncc2)cc1,-6.319,-0.263,04
Z1527978755,COCCn1ccc(NC(=O)c2cc(C3CCCCC3)[nH]n2)n1,-6.319,-0.275,03
Z1622646525,CC(C)[C@H]([NH2+]Cc1ccc(Cn2cncn2)cc1)c1ccc(F)cn1,-6.318,-0.253,02
Z1622646525,CC(C)[C@H]([NH2+]Cc1ccc(Cn2cncn2)cc1)c1ccc(F)cn1,-6.317,-0.253,03
Z1702461529,COc1ccc2c(c1)CCC[C@H]2CNC(=O)N1CCC[C@H]1CO,-6.317,-0.275,01
Z1625038601,Cc1nnccc1NC(=O)CCn1[nH]c(=O)c2ccccc2c1=O,-6.315,-0.263,05
Z2732436959,COc1cc(NC(=O)CN(C)S(C)(=O)=O)c2ccccc2n1,-6.314,-0.287,01
Z27654233,CC(=O)Nc1ccc(NC(=O)c2cccc(NC(C)=O)c2)cc1,-6.313,-0.274,04
Z31759291,COc1ccc(NS(=O)(=O)c2cccc(NC(=O)c3[nH]c(C)c(C(C)=O)c3C)c2)cc1,-6.313,-0.204,04
Z1271582392,CS(=O)(=O)c1ccc(OCCn2nccc2-c2ccncc2)cc1,-6.312,-0.263,05
Z1864132781,CC[C@@H]1OCCC[C@@H]1C(=O)Nc1ccn(Cc2ccncc2)n1,-6.312,-0.274,02
Z1534070265,CC(=O)c1ccc(NC(=O)c2cnn(-c3cccc(Cl)c3)c2)nc1,-6.311,-0.263,04
Z1165991388,Cc1cc(C(=O)C[N@H+]2CC[C@@H]([N@@H+]3CCO[C@H](C)C3)CC2)c(C)[nH]1,-6.308,-0.274,02
Z509337206,CCOc1ncccc1CNC(=O)N1CCC[C@@H]1c1cc(C)no1,-6.308,-0.263,01
Z953997330,COc1ccc([C@@H]2CCCN2C(=O)NCc2cc(C)no2)cc1OC,-6.308,-0.252,01
Z1306764805,CO[C@]1(C)C[C@@H](NC(=O)N[C@@H](C)c2c(C)noc2C)C1(C)C,-6.307,-0.287,02
Z169974920,O=C(NCCCn1ccc2ccccc21)c1ccc2[nH]nnc2c1,-6.307,-0.263,04
Z2697326159,O=C(CCCc1ccc2c(c1)OCCCO2)NCCCn1ccnc1,-6.307,-0.252,03
Z1560498281,COc1ccccc1C(=O)Nc1cccc(C[NH+]2CCOCC2)n1,-6.306,-0.263,05
Z1779318057,Cc1ccc2cc(CNc3cccc(CS(C)(=O)=O)c3)ccc2n1,-6.306,-0.263,01
Z2936916421,Cc1nc(C[C@H]2CCCN(C(=O)[C@@]34C[NH2+]C[C@@H]3COC4(C)C)C2)no1,-6.305,-0.252,02
Z413088370,COCC(=O)Nc1cccc(NC(=O)N[C@@H]2CCCC[C@@H]2C)c1,-6.305,-0.274,05
Z650707696,N#Cc1cccnc1NCCNC(=O)[C@H]1CC(=O)N(c2ccccc2)C1,-6.305,-0.242,04
Z1534070265,CC(=O)c1ccc(NC(=O)c2cnn(-c3cccc(Cl)c3)c2)nc1,-6.304,-0.263,05
Z169974920,O=C(NCCCn1ccc2ccccc21)c1ccc2[nH]nnc2c1,-6.304,-0.263,05
Z650707696,N#Cc1cccnc1NCCNC(=O)[C@H]1CC(=O)N(c2ccccc2)C1,-6.304,-0.242,05
Z1537215421,C=CCNC(=O)c1ccc(NC[C@H]2C[N@H+]3CCCC[C@H]3CO2)nc1,-6.303,-0.263,05
Z1627006929,Cn1cnc(-c2ccc(C(=O)Nc3ccc4c(c3)OCO4)cc2)n1,-6.303,-0.263,04
Z1833300081,c1cncc(COc2cccc(-c3noc(Cc4ccn[nH]4)n3)c2)c1,-6.303,-0.252,05
Z1318734343,CC(C)c1cc(C(=O)Nc2ccc(-c3ncon3)cc2)nn1C,-6.301,-0.274,03
Z1480754000,c1cc(CNc2ccc3[nH]ncc3c2)cc(OCCn2ccnc2)c1,-6.301,-0.252,05
Z1139527846,C[C@@H]1CN(CCS(C)(=O)=O)CCN1c1ccc2nncn2n1,-6.300,-0.286,03
Z1139527846,C[C@@H]1CN(CCS(C)(=O)=O)CCN1c1ccc2nncn2n1,-6.300,-0.286,04
Z1270948236,COc1cc(CNS(=O)(=O)c2cnn(C(C)C)c2)ccc1C,-6.300,-0.286,04
Z1283176148,CCO[C@@H]1C[C@H](NC(=O)N[C@@H](C)Cn2cncn2)C12CCCC2,-6.299,-0.274,01
Z27654233,CC(=O)Nc1ccc(NC(=O)c2cccc(NC(C)=O)c2)cc1,-6.299,-0.274,05
Z424840282,CC(C)C[C@H](NC(=O)c1ccc(S(C)(=O)=O)cc1)C(=O)N(C)C,-6.299,-0.274,01
Z65971389,O=C1CCc2cc(C(=O)COc3ccc(-c4nnco4)cc3)ccc2N1,-6.299,-0.242,05
Z1104834508,C[C@@H](NC(=O)Nc1ccc(OCc2cccnc2)cc1)c1ccncc1,-6.297,-0.242,04
Z1758771731,Cc1ncc(C(=O)N[C@H]2CCCN(c3nccn(C)c3=O)C2)c(C)n1,-6.297,-0.252,05
Z1411287082,Cc1nn(C)c(C)c1OCC(=O)N(C[C@@H]1CCCO1)C1CCCC1,-6.296,-0.262,05
Z414502050,C[C@H](Cn1cccn1)NS(=O)(=O)c1cccc(OC(F)(F)F)c1,-6.296,-0.274,03
Z1094977972,CC(C)(C)C(=O)N1CSC[C@@H]1C(=O)Nc1ccc(CC(N)=O)cc1,-6.295,-0.262,05
Z1622646525,CC(C)[C@H]([NH2+]Cc1ccc(Cn2cncn2)cc1)c1ccc(F)cn1,-6.295,-0.252,04
Z1657740785,O=C(Nc1ncn(C2CCCCC2)n1)c1cccc(-c2nnc[nH]2)c1,-6.295,-0.252,05
Z1752516338,CC(C)(C)N1C[C@@H](NC(=O)N2CCC(Cn3cncn3)CC2)CC1=O,-6.295,-0.252,01
Z2052847670,CCNC(=O)c1ccc(N[C@H]2CCO[C@@H]2c2ccnn2C)nn1,-6.295,-0.274,02
Z223039568,COc1ccc2[nH]c(SCC(=O)Nc3ccccc3Cl)nc2c1,-6.295,-0.274,05
Z189863914,CC(=O)N1CCc2cc(C(=O)N(C)CCOc3ccccc3)ccc21,-6.294,-0.252,01
Z2027313529,Cn1cc(CCC(=O)NCc2ccc3c(c2)nc(C2CC2)n3C)cn1,-6.293,-0.252,02
Z44314405,CC(=O)Nc1ccc(/C=C(\C#N)C(=O)NCc2ccccc2)cc1,-6.293,-0.262,05
Z1402295444,O=C(NCc1ccccc1N1CCOCC1)N1CC[C@]2(CCOC2)C1,-6.292,-0.252,01
Z2936916779,COc1c(C)cc(S(=O)(=O)/N=c2\[nH]ccnc2C(C)C)cc1C,-6.291,-0.274,05
Z1318734343,CC(C)c1cc(C(=O)Nc2ccc(-c3ncon3)cc2)nn1C,-6.290,-0.273,04
Z1139706899,C[C@@H](C(=O)NCc1ccco1)[N@@H+]1CCO[C@H](Cn2cncn2)C1,-6.288,-0.273,01
Z1864132781,CC[C@@H]1OCCC[C@@H]1C(=O)Nc1ccn(Cc2ccncc2)n1,-6.288,-0.273,03
Z19901114,C=CCNC(=O)CSc1nnc(-c2ccc(OC)cc2)n1CC,-6.288,-0.273,01
Z978950826,O=C(CCc1ccc2c(c1)OCO2)N[C@@H]1CCc2nccn2C1,-6.288,-0.273,05
Z20314221,COc1ccc(-c2nnc(S[C@@H](C)C(=O)c3ccc(NC(C)=O)cc3)[nH]2)cc1,-6.287,-0.225,05
Z413402176,C[C@@H]1CN(C(=O)Nc2cc3c(cc2Cl)NC(=O)CO3)C[C@H](C)O1,-6.287,-0.273,05
Z1983146706,CCOc1ncccc1CNC(=O)N1CCC[C@H]1[C@@H]1COCC[C@@H]1O,-6.286,-0.251,01
Z2397097244,Cc1nccc(CCC(=O)N[C@H]2C[C@@H](O)[C@@H]2n2cccn2)n1,-6.286,-0.286,01
Z271707538,Cc1cc(NC(=O)[C@H](C)[NH+]2CCN(c3cnccn3)CC2)on1,-6.286,-0.273,01
Z2950947116,COC[C@@H](C)n1ccc(NC(=O)N2CCn3nc(C4CC4)cc3C2)n1,-6.286,-0.251,03
Z1384417887,COc1ccccc1N[C@H]1CC[N@@H+](Cc2cc(=O)c(O)co2)CC1,-6.285,-0.262,02
Z453524096,Cc1cc(C)n(C[C@H](C)CNC(=O)c2ccccc2-n2cccn2)n1,-6.285,-0.251,05
Z1244016164,COc1ccccc1-c1cccc(NC(=O)NCC2(O)CCC2)c1,-6.284,-0.262,04
Z217410628,O=C(NCCCOCc1ccco1)c1cc(=O)[nH]c2ccccc12,-6.284,-0.262,05
Z109928664,CS(=O)(=O)c1cccc(NC(=O)CCc2c[nH]c3ccccc23)c1,-6.282,-0.262,02
Z1702461529,COc1ccc2c(c1)CCC[C@H]2CNC(=O)N1CCC[C@H]1CO,-6.282,-0.273,02
Z1318734343,CC(C)c1cc(C(=O)Nc2ccc(-c3ncon3)cc2)nn1C,-6.281,-0.273,05
Z1779318057,Cc1ccc2cc(CNc3cccc(CS(C)(=O)=O)c3)ccc2n1,-6.281,-0.262,02
Z1622646525,CC(C)[C@H]([NH2+]Cc1ccc(Cn2cncn2)cc1)c1ccc(F)cn1,-6.280,-0.251,05
Z1450285391,CCc1cc(C)c(C(=O)Nc2ccc(NC(=O)C3CC3)nc2)o1,-6.279,-0.273,03
Z1779318057,Cc1ccc2cc(CNc3cccc(CS(C)(=O)=O)c3)ccc2n1,-6.279,-0.262,03
Z414502050,C[C@H](Cn1cccn1)NS(=O)(=O)c1cccc(OC(F)(F)F)c1,-6.279,-0.273,04
Z1943838906,Cn1cc(CCC(=O)Nc2cc([C@@H]3CCCOC3)[nH]n2)cn1,-6.277,-0.285,02
Z2057258210,COc1ccc(Cl)cc1CC(=O)N[C@H]1CCO[C@@H]1c1ccnn1C,-6.277,-0.262,02
Z1219750177,NC(=O)COc1cccc(C[NH+](Cc2cccc(OCC(N)=O)c2)C[C@@H](CCl)n2cccn2)c1,-6.276,-0.185,04
Z2387165725,Cc1n[nH]c(C)c1NC(=O)CN1C[C@@H]([NH+](C)C)[C@@H](n2ccnn2)C1,-6.276,-0.262,04
Z1132457134,Cc1ccc(NC(=O)NCc2ncccc2C)cc1-n1nnnc1C,-6.275,-0.251,02
Z1930734591,CC1(C)CN(C(=O)Nc2ccc3c(c2)OCC(=O)N3)C[C@@H]1O,-6.275,-0.285,04
Z223685236,Cc1nn(C)c(C)c1CC(=O)Nc1cccc(-c2nnnn2C)c1,-6.275,-0.261,04
Z1132457134,Cc1ccc(NC(=O)NCc2ncccc2C)cc1-n1nnnc1C,-6.274,-0.251,03
Z1758849848,C[N@H+](Cc1cc(=O)nc(N)[nH]1)[C@@H]1CCN(c2ccnc(C3CC3)n2)C1,-6.274,-0.251,03
Z1889641795,Cc1c(NC(=O)Nc2cnn([C@H](C)C3CC3)c2)cnn1C1CCCC1,-6.274,-0.251,05
Z1139739985,C[C@@H](C(=O)N[C@H]1CCOc2ccccc21)[N@H+]1CCc2c(ncn2C)C1,-6.272,-0.251,01
Z1538934785,Cn1cc(Nc2cccc(C(=O)N3CCOCC34CCC4)c2)cn1,-6.272,-0.261,01
Z32015536,CNC(=O)CCc1nc2cc(S(=O)(=O)N(C)C)ccc2n1C,-6.272,-0.285,02
Z1139527846,C[C@@H]1CN(CCS(C)(=O)=O)CCN1c1ccc2nncn2n1,-6.271,-0.285,05
Z1270948236,COc1cc(CNS(=O)(=O)c2cnn(C(C)C)c2)ccc1C,-6.271,-0.285,05
Z1550264999,CC(C)(O)[C@@H]1CCCN1C(=O)c1ccc(-n2cncn2)nc1,-6.271,-0.285,02
Z810380082,Cc1cc(NC(=O)/C=C/c2cc3cnn(C(C)C)c3[nH]c2=O)n(C)n1,-6.271,-0.251,05
Z1139314071,COCCn1cc(C(=O)N2CCCC[C@H]2Cn2cccn2)ccc1=O,-6.270,-0.251,05
Z1230096772,CO/C(O)=C/n1ncc2c(NCCc3nncn3C3CC3)ncnc21,-6.270,-0.251,03
Z1702461529,COc1ccc2c(c1)CCC[C@H]2CNC(=O)N1CCC[C@H]1CO,-6.270,-0.273,03
Z62738563,Cc1noc(C)c1CC(=O)Nc1ccc(S(=O)(=O)N(C)C)cc1,-6.270,-0.273,05
Z686161126,CC1=NN(c2ccc(-c3nnc(-c4cnccn4)o3)cc2)CC1,-6.269,-0.273,04
Z2905841413,O=C(NCc1ccc2c(c1)CCO2)c1coc(C[N@@H+]2CC[C@H](O)C2)n1,-6.267,-0.251,01
Z736309282,CC(C)NC(=O)CCS(=O)(=O)Cc1ccn(C)c(=O)c1,-6.267,-0.313,05
Z1842819588,C[NH+](C)Cc1cc(C(=O)Nc2ccc(-n3cncn3)cn2)no1,-6.266,-0.272,04
Z1943838906,Cn1cc(CCC(=O)Nc2cc([C@@H]3CCCOC3)[nH]n2)cn1,-6.266,-0.285,03
Z1276899290,C[C@H](NC(=O)Nc1ccc(-n2cnnn2)cc1)c1cnn(C)c1,-6.265,-0.272,01
Z1181603695,Cc1cccc(S(=O)(=O)/N=C(\[O-])Cc2ccc(OCC#N)cc2)c1,-6.262,-0.261,05
Z2057188733,COC[C@@H]1C[C@@H](OC)CN1C(=O)N[C@H]1CCc2nc(C)ncc2C1,-6.262,-0.261,01
Z1273983437,Cc1nn(-c2ccc(C(=O)N[C@@H](C)COCC(C)C)cc2)c(C)[nH+]1,-6.258,-0.261,03
Z1614046828,COc1ccccc1CC1CCN(C(=O)c2c[nH]cc(C)c2=O)CC1,-6.258,-0.250,01
Z1848904337,CO[C@H]1CN(C(=O)COc2ccc(C(=O)c3ccccc3)cc2)C[C@H]1OC,-6.258,-0.232,04
Z806940614,Cn1cc(CNC(=O)c2ccc(CN3CC[NH+](C)CC3)cc2)cn1,-6.258,-0.261,01
Z1702461529,COc1ccc2c(c1)CCC[C@H]2CNC(=O)N1CCC[C@H]1CO,-6.257,-0.272,04
Z2760977312,CN(Cc1cnc[nH]1)c1ncnc2c1ncn2C(CO)CO,-6.257,-0.284,03
Z996563282,O=C(Nc1ccn(Cc2ccccn2)n1)c1ccccc1OCC1CC1,-6.257,-0.241,04
Z996563282,O=C(Nc1ccn(Cc2ccccn2)n1)c1ccccc1OCC1CC1,-6.257,-0.241,05
Z1219750177,NC(=O)COc1cccc(C[NH+](Cc2cccc(OCC(N)=O)c2)C[C@@H](CCl)n2cccn2)c1,-6.256,-0.184,05
Z1252359659,Cc1cccc(NC(=O)C2CCN(c3cc[nH+]c(N(C)C)n3)CC2)n1,-6.256,-0.250,05
Z1618187653,Cc1nc(C[C@@H]2CCCN(c3cc(NCC4CC4)ncn3)C2)no1,-6.256,-0.261,01
Z436982254,C[C@H](Cn1ccnc1)NC(=O)NCc1ccnc(OC2CCCC2)c1,-6.256,-0.250,02
Z1268749413,CC(=O)NCc1ccc(C(=O)N2CCC[C@H]2c2noc(C3CC3)n2)o1,-6.255,-0.250,01
Z2707202803,COc1cc(COCC(=O)NCCCNC(=O)C2CCC2)ccn1,-6.254,-0.261,04
Z363527536,COc1ccc([C@@H](NC(=O)CN(C)S(C)(=O)=O)C2CC2)cc1,-6.253,-0.284,04
Z397161214,Cc1cc(C(=O)N2CCC[C@@H](NS(C)(=O)=O)C2)c(C)n1C(C)C,-6.253,-0.272,01
Z1783879896,Cc1noc(C)c1COc1ccc(CNc2ncccn2)cc1,-6.252,-0.272,04
Z189863914,CC(=O)N1CCc2cc(C(=O)N(C)CCOc3ccccc3)ccc21,-6.252,-0.250,02
Z2762319749,COc1cccc(C(=O)N[C@H]2CC[C@@H](Cc3nnc(C)o3)C2)c1C,-6.252,-0.261,01
Z2441210419,C[NH2+]C[C@@H]1C[C@H](F)CN1C(=O)CCCc1ccc2[nH]c(=O)[nH]c2c1,-6.251,-0.260,01
Z193397782,Cc1cc(C(=O)NCCCc2nc3ccccc3[nH]2)c2ccccc2n1,-6.250,-0.240,01
Z1702461529,COc1ccc2c(c1)CCC[C@H]2CNC(=O)N1CCC[C@H]1CO,-6.249,-0.272,05
Z1994111345,COCCN(Cc1ccnn1C)c1ccnc2c(OC)cccc12,-6.249,-0.260,02
Z414502050,C[C@H](Cn1cccn1)NS(=O)(=O)c1cccc(OC(F)(F)F)c1,-6.248,-0.272,05
Z45439541,COc1cc2c(cc1OC)CN(S(=O)(=O)c1ccc(C(C)=O)cc1)CC2,-6.248,-0.240,01
Z1994111345,COCCN(Cc1ccnn1C)c1ccnc2c(OC)cccc12,-6.247,-0.260,03
Z396645612,C[C@@H]1C[C@@H]1c1ccc(CN(C(=O)c2ccc3[nH]nnc3c2)C2CC2)o1,-6.246,-0.250,01
Z1132457134,Cc1ccc(NC(=O)NCc2ncccc2C)cc1-n1nnnc1C,-6.245,-0.250,04
Z1279371093,O=C(NCCNc1ccccn1)c1cccc(-c2noc(C3CC3)n2)c1,-6.245,-0.240,01
Z1779318057,Cc1ccc2cc(CNc3cccc(CS(C)(=O)=O)c3)ccc2n1,-6.245,-0.260,04
Z634944650,c1ccc(CC[NH2+]Cc2c[nH]nc2-c2ccc3c(c2)OCCO3)nc1,-6.245,-0.250,03
Z1121126792,C[C@@H](NC(=O)N(C)CC(F)F)c1ccc(OCc2cccnc2)cc1,-6.244,-0.250,01
Z1729869394,Cc1cc(N2CC[C@H](Sc3nc4cncnc4[nH]3)C2=O)n(C)n1,-6.244,-0.271,01
Z2410319513,CN1CC[C@H]([N@H+]2CC[C@H](NC(=O)c3cn(C)nc3C3CC3)CC2)C1=O,-6.244,-0.250,02
Z317187344,CCC(=O)c1ccc(OC[C@@H](O)CN(Cc2ccccc2)S(=O)(=O)c2ccccc2)cc1,-6.244,-0.195,01
Z2057912833,CC(C)(C)c1cccc(NC(=O)[C@@H]2CCc3[nH]nnc3C2)c1O,-6.243,-0.271,04
Z758507640,COc1ccccc1C[N@H+]1CC[C@H](NC(=O)c2ccc(=O)[nH]c2)CC1,-6.242,-0.250,02
Z758507640,COc1ccccc1C[N@H+]1CC[C@H](NC(=O)c2ccc(=O)[nH]c2)CC1,-6.242,-0.250,03
Z397161214,Cc1cc(C(=O)N2CCC[C@@H](NS(C)(=O)=O)C2)c(C)n1C(C)C,-6.241,-0.271,02
Z634944650,c1ccc(CC[NH2+]Cc2c[nH]nc2-c2ccc3c(c2)OCCO3)nc1,-6.241,-0.250,04
Z634944650,c1ccc(CC[NH2+]Cc2c[nH]nc2-c2ccc3c(c2)OCCO3)nc1,-6.241,-0.250,05
Z758507640,COc1ccccc1C[N@H+]1CC[C@H](NC(=O)c2ccc(=O)[nH]c2)CC1,-6.240,-0.250,04
Z109928664,CS(=O)(=O)c1cccc(NC(=O)CCc2c[nH]c3ccccc23)c1,-6.239,-0.260,03
Z2949397573,CCc1cc(CC(=O)Nc2cc(N3CCCC3=O)ccc2F)n(C)n1,-6.239,-0.250,02
Z1384417887,COc1ccccc1N[C@H]1CC[N@@H+](Cc2cc(=O)c(O)co2)CC1,-6.238,-0.260,03
Z271707538,Cc1cc(NC(=O)[C@H](C)[NH+]2CCN(c3cnccn3)CC2)on1,-6.238,-0.271,02
Z1021119610,O=C(Nc1ccc(NC2CCOCC2)cc1)Nc1cccnc1,-6.237,-0.271,03
Z1438511748,Cc1cc(NC(=O)N[C@@H]2CC3(CCCC3)Oc3ccccc32)n(C)n1,-6.237,-0.249,02
Z1132457134,Cc1ccc(NC(=O)NCc2ncccc2C)cc1-n1nnnc1C,-6.236,-0.249,05
Z1797626364,CCC1(CC)[C@@H](OC)C[C@H]1NC(=O)c1cn2ccnc2s1,-6.236,-0.297,03
Z1692559038,Cc1nn(C)c2ncc(CNc3nnc(-c4ccncc4)o3)cc12,-6.234,-0.260,01
Z57786403,COc1cc(-c2nc3s/c(=C/c4ccc(C)o4)c(=O)n3n2)cc(OC)c1OC,-6.232,-0.223,01
Z1438511748,Cc1cc(NC(=O)N[C@@H]2CC3(CCCC3)Oc3ccccc32)n(C)n1,-6.230,-0.249,03
Z506934842,CCOc1ccc([C@@H]2CCCN2C(=O)NCCCn2cccn2)cc1,-6.228,-0.249,03
Z1217341414,COc1ccnc(C(=O)NCCc2ccn(-c3ccccc3)n2)c1,-6.227,-0.259,03
Z1690920037,Cn1c(CNC(=O)Cc2ccc3c(c2)CCO3)nnc1C1CCC1,-6.227,-0.259,01
Z2016030600,COCCN1CN(C(=O)[C@H]2CCOc3ccc(Cl)cc32)CC1=O,-6.226,-0.271,04
Z1539767007,O=C(Nc1ccnn1Cc1ccccn1)N[C@H]1CCOc2ccccc21,-6.225,-0.239,03
Z1557628751,CC(C)(C)NC(=O)c1ccccc1NC(=O)NC[C@@H]1CCOCO1,-6.225,-0.259,05
Z1942022450,CCOC[C@@H](NC(=O)NCc1ccc2ncccc2c1)C(C)C,-6.225,-0.271,02
Z223685236,Cc1nn(C)c(C)c1CC(=O)Nc1cccc(-c2nnnn2C)c1,-6.224,-0.259,05
Z112468556,COc1ccc2[nH]c(S[C@H](C)C(=O)N3CCNC3=O)nc2c1,-6.223,-0.283,01
Z112468556,COc1ccc2[nH]c(S[C@H](C)C(=O)N3CCNC3=O)nc2c1,-6.223,-0.283,02
Z1244016164,COc1ccccc1-c1cccc(NC(=O)NCC2(O)CCC2)c1,-6.223,-0.259,05
Z2060113753,CNC(=O)c1ccc(NC(=O)[C@@H]2CCCO[C@H]2c2ccnn2C)nc1,-6.223,-0.249,04
Z971868616,CCOc1ccc2cc(C(=O)N(CCC#N)Cc3cccnc3)[nH]c2c1,-6.223,-0.239,01
Z1848904337,CO[C@H]1CN(C(=O)COc2ccc(C(=O)c3ccccc3)cc2)C[C@H]1OC,-6.222,-0.230,05
Z1930734591,CC1(C)CN(C(=O)Nc2ccc3c(c2)OCC(=O)N3)C[C@@H]1O,-6.222,-0.283,05
Z2016030600,COCCN1CN(C(=O)[C@H]2CCOc3ccc(Cl)cc32)CC1=O,-6.222,-0.271,05
Z1277952891,CCn1nnnc1-c1cccc(NC(=O)NCc2cc(C)on2)c1,-6.221,-0.259,04
Z32409794,Cc1cc(C(=O)NCC[NH+]2CCOCC2)c2ccccc2n1,-6.221,-0.283,03
Z654748978,CCOc1ccc(C(=O)NCC(=O)Nc2cccnc2OC)cc1,-6.220,-0.259,03
Z1618187653,Cc1nc(C[C@@H]2CCCN(c3cc(NCC4CC4)ncn3)C2)no1,-6.218,-0.259,02
Z29902955,O=C(Cc1ccc2c(c1)OCCO2)Nc1cccc2ncccc12,-6.218,-0.259,01
Z372559088,COc1cc(C(=O)Nc2cccc(-c3cc[nH]n3)c2)cc(OC)c1C,-6.218,-0.249,03
Z1139742468,Cn1cc(C[NH+]2CCN(C[C@@H](O)COC[C@H]3CCCO3)CC2)cn1,-6.217,-0.259,04
Z131530008,COc1ccc(C(C)=O)cc1CC(=O)N[C@H](C)c1nnc2ccccn12,-6.217,-0.239,03
Z1439512708,CCC1(CC)[C@H](NC(=O)c2ccccc2Cn2cncn2)C[C@H]1OC,-6.216,-0.249,03
